row,item_id,item,passage,condition,first_mention,recent_mention,mentions_start,mentions_end,mentions_ratio,knowledge_cue,start,end,passage_reversed,start_reversed,end_reversed,attn_check_1_q,attn_check_1_a,attn_check_2_q,attn_check_2_a,passage_hr,critical_q,critical_a
106,1_tb_1_e_e_ex,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,End,End,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,basket
107,1_tb_1_e_e_im,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,End,End,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,basket
108,1_fb_1_e_s_ex,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,End,Start,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .xob eht morf teksab eht ot koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,box
109,1_fb_1_e_s_im,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,End,Start,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .xob eht morf teksab eht ot koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,box
110,1_tb_1_e_s_ex,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,End,Start,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .xob eht morf teksab eht ot koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,basket
111,1_tb_1_e_s_im,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,End,Start,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .xob eht morf teksab eht ot koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,basket
112,2_fb_1_s_e_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",False Belief,Start,End,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,cupboard
113,2_fb_1_s_e_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",False Belief,Start,End,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,cupboard
114,2_tb_1_s_e_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",True Belief,Start,End,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,fridge
115,2_tb_1_s_e_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",True Belief,Start,End,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,fridge
116,2_fb_1_s_s_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",False Belief,Start,Start,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,cupboard
117,2_fb_1_s_s_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",False Belief,Start,Start,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,cupboard
118,2_tb_1_s_s_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",True Belief,Start,Start,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,fridge
119,2_tb_1_s_s_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",True Belief,Start,Start,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,fridge
120,2_fb_1_e_e_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",False Belief,End,End,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,cupboard
121,2_fb_1_e_e_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",False Belief,End,End,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,cupboard
122,2_tb_1_e_e_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",True Belief,End,End,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,fridge
123,2_tb_1_e_e_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",True Belief,End,End,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht evom semaJ sehctaw yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,fridge
124,2_fb_1_e_s_ex,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",False Belief,End,Start,2,2,1,Explicit,cupboard,fridge,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich.",Mary thinks the jam is in the,cupboard
125,2_fb_1_e_s_im,2,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",False Belief,End,Start,2,2,1,Implicit,cupboard,fridge,".]KSAM[ eht morf maj eht teg ot seog yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .draobpuc eht fo tuo ti gnikat retfa egdirf eht otni maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .draobpuc eht ni yawa maj eht stup dna egdirf eht fo tuo ados a steg ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM",draobpuc,egdirf,Where did Mary put the jam at the beginning of the story?,cupboard,Where was the jam at the end of the story?,fridge,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich.",Mary goes to get the jam from the,cupboard
