row,item_id,item,passage,condition,first_mention,recent_mention,mentions_start,mentions_end,mentions_ratio,knowledge_cue,start,end,passage_reversed,start_reversed,end_reversed,attn_check_1_q,attn_check_1_a,attn_check_2_q,attn_check_2_a,passage_hr,critical_q,critical_a,llm_q
83,12_tb_1_s_e_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Start,End,2,2,1,Implicit,stable,hut,".]KSAM[ eht morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw hannaH .tuh eht ni ti tup dna elbats eht morf elddas eht ekat nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again.",Hannah goes to get the saddle from the,hut,Where does Hannah go to get the saddle?
84,12_fb_1_s_s_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,Start,Start,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .elbats eht fo daetsni tuh eht ni elddas eht stup nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again.",Hannah thinks the saddle is in the,stable,Where does Hannah think the saddle is?
85,12_fb_1_s_s_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,Start,Start,2,2,1,Implicit,stable,hut,".]KSAM[ morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .elbats eht fo daetsni tuh eht ni elddas eht stup nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again.",Hannah goes to get the saddle from,stable,Where does Hannah go to get the saddle?
86,12_tb_1_s_s_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,Start,Start,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw hannaH .elbats eht fo daetsni tuh eht ni elddas eht tup nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again.",Hannah thinks the saddle is in the,hut,Where does Hannah think the saddle is?
87,12_tb_1_s_s_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Start,Start,2,2,1,Implicit,stable,hut,".]KSAM[ eht morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw hannaH .elbats eht fo daetsni tuh eht ni elddas eht tup nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again.",Hannah goes to get the saddle from the,hut,Where does Hannah go to get the saddle?
88,12_fb_1_e_e_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,End,End,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .tuh eht ni ti stup dna elbats eht morf elddas eht sekat nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again.",Hannah thinks the saddle is in the,stable,Where does Hannah think the saddle is?
89,12_fb_1_e_e_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,End,End,2,2,1,Implicit,stable,hut,".]KSAM[ morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .tuh eht ni ti stup dna elbats eht morf elddas eht sekat nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again.",Hannah goes to get the saddle from,stable,Where does Hannah go to get the saddle?
90,12_tb_1_e_e_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,End,End,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw hannaH .tuh eht ni ti tup dna elbats eht morf elddas eht ekat nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again.",Hannah thinks the saddle is in the,hut,Where does Hannah think the saddle is?
91,12_tb_1_e_e_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,End,End,2,2,1,Implicit,stable,hut,".]KSAM[ eht morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw hannaH .tuh eht ni ti tup dna elbats eht morf elddas eht ekat nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again.",Hannah goes to get the saddle from the,hut,Where does Hannah go to get the saddle?
92,12_fb_1_e_s_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,End,Start,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .elbats eht fo daetsni tuh eht ni elddas eht stup nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again.",Hannah thinks the saddle is in the,stable,Where does Hannah think the saddle is?
93,12_fb_1_e_s_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,End,Start,2,2,1,Implicit,stable,hut,".]KSAM[ morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .elbats eht fo daetsni tuh eht ni elddas eht stup nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again.",Hannah goes to get the saddle from,stable,Where does Hannah go to get the saddle?
94,12_tb_1_e_s_ex,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stablet. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,End,Start,2,2,1,Explicit,stable,hut,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw hannaH .telbats eht fo daetsni tuh eht ni elddas eht tup nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stablet. Hannah wants to use the saddle again.",Hannah thinks the saddle is in the,hut,Where does Hannah think the saddle is?
95,12_tb_1_e_s_im,12,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,End,Start,2,2,1,Implicit,stable,hut,".]KSAM[ eht morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw hannaH .elbats eht fo daetsni tuh eht ni elddas eht tup nitraM sehctaw ehS .kcab semoc ehs ,sehsinif ehs ,nehW .htab a evah ot edisni seog ehs nehT .elbats eht ni elddas eht stup neht ,tuh eht ni kcapkcab reh stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH",elbats,tuh,Where did Hannah put the saddle at the beginning of the story?,stable,Where was the saddle at the end of the story?,hut,"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again.",Hannah goes to get the saddle from the,hut,Where does Hannah go to get the saddle?
96,1_fb_1_s_e_ex,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Start,End,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,box,Where does Sean think the book is?
97,1_fb_1_s_e_im,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Start,End,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,box,Where does Sean go to get the book?
98,1_tb_1_s_e_ex,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Start,End,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,basket,Where does Sean think the book is?
99,1_tb_1_s_e_im,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Start,End,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,basket,Where does Sean go to get the book?
100,1_fb_1_s_s_ex,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Start,Start,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .xob eht morf teksab eht ot koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,box,Where does Sean think the book is?
101,1_fb_1_s_s_im,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Start,Start,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .xob eht morf teksab eht ot koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,box,Where does Sean go to get the book?
102,1_tb_1_s_s_ex,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Start,Start,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .xob eht morf teksab eht ot koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,basket,Where does Sean think the book is?
103,1_tb_1_s_s_im,1,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Start,Start,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .xob eht morf teksab eht ot koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,basket,Where does Sean go to get the book?
104,1_fb_1_e_e_ex,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,End,End,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,box,Where does Sean think the book is?
105,1_fb_1_e_e_im,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,End,End,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,box,Where does Sean go to get the book?
106,1_tb_1_e_e_ex,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,End,End,2,2,1,Explicit,box,basket,".]KSAM[ eht ni si koob eht skniht naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean thinks the book is in the,basket,Where does Sean think the book is?
107,1_tb_1_e_e_im,1,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,End,End,2,2,1,Implicit,box,basket,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS",xob,teksab,Where did Sean put the book at the beginning of the story?,box,Where was the book at the end of the story?,basket,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.",Sean goes to get the book from the,basket,Where does Sean go to get the book?
