start_prob,end_prob,passage,start,end,knowledge_cue,first_mention,recent_mention,log_odds,condition,prompt,model_path,model_shorthand
4.287394988099631e-18,1.001655916643429e-17,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,Start,End,-1.2242137662784471,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.438164933970647e-18,1.1900358786766628e-17,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,Start,End,-1.1298132577458682,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
1.200142392080351e-18,1.816810605219885e-18,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,Start,Start,-0.598202446619114,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
1.865182406310742e-13,9.20449782067451e-15,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,Start,Start,4.340833903018898,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.849542945698888e-18,1.3661692663049266e-17,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,Start,Start,-1.2237404332643689,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
6.781447932523579e-18,1.5145844106329672e-17,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,Start,Start,-1.1592567378543437,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
4.721874706770406e-19,8.815400272778687e-19,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,End,End,-0.9006663174748255,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.2769448408980694e-14,1.3287813266425839e-14,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,End,End,0.7769956381696863,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.0766207977924312e-18,5.1732628243423774e-18,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,End,End,-1.3168366923090595,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
9.341020612496933e-18,2.255029014823277e-17,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,End,End,-1.271493901887344,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
1.2383995988085051e-18,2.2455507244153076e-18,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,End,Start,-0.8585924020917609,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
9.015630988073661e-14,2.586837773881686e-14,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,End,Start,1.8012388844924305,False Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book to the basket from the box. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
6.419664361601567e-18,1.5663745196571573e-17,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",box,basket,Explicit,End,Start,-1.2868594255941208,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean think the book is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean thinks the book is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
1.8749909739892617e-17,4.4936507367604423e-17,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",box,basket,Implicit,End,Start,-1.2610043466117413,True Belief,"<|start_header_id|>user<|end_header_id|>

Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book to the basket from the box. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Where does Sean go to get the book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Sean goes to get the book from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.4765701513053943e-17,4.334592259490682e-18,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,Start,End,2.5143752918448525,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.7743204868840854e-13,3.250885888608779e-13,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,Start,End,-0.22869845991276472,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
4.2289557200703317e-16,9.793791982848246e-17,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,Start,End,2.110361995403533,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.19664962239175e-15,2.1666988441317123e-15,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,Start,End,1.2620831474506444,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
3.1552354214884216e-15,9.123630764636974e-17,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,Start,Start,5.11199578111874,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
6.458194981399934e-13,5.033860155968795e-13,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,Start,Start,0.35946586045601064,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
7.93319877563474e-15,6.5032559652883955e-15,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,Start,Start,0.2867404891261571,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.022809154275193e-14,4.5833969215466897e-14,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,Start,Start,0.1320772313624017,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.832233446918664e-17,1.246124514472046e-17,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,End,End,2.226600235968919,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.9004893647467667e-13,3.0850587926303796e-13,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,End,End,-0.08900165399778934,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
3.6396958097914003e-16,9.148270158979214e-17,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,End,End,1.9922470052397792,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
4.336765491261708e-15,1.9903311261620796e-15,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,End,End,1.123610964071631,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam out of the cupboard and into the fridge. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.62606005802077e-15,8.259289890245614e-17,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,End,Start,4.9907383525858,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
8.253573605815356e-13,5.436613615891761e-13,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,End,Start,0.6023106097100664,False Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam into the fridge after taking it out of the cupboard. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.6047692496168227e-15,1.186492518173894e-15,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",cupboard,fridge,Explicit,End,Start,1.1344525700393946,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mary think the jam is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary thinks the jam is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
5.307076799505525e-14,5.1137537265691715e-14,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Mary goes to get the jam from the [MASK].",cupboard,fridge,Implicit,End,Start,0.053534742901760295,True Belief,"<|start_header_id|>user<|end_header_id|>

Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she gets a soda out of the fridge and puts the jam away in the cupboard. Then, James walks into the kitchen. Mary watches James move the jam into the fridge after taking it out of the cupboard. Mary goes out of the kitchen to get something from her room. Mary comes back into the kitchen and decides to make another sandwich. Where does Mark go to get the jam?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Mary goes to get the jam from the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
2.3410794228070865e-16,3.245472117760468e-16,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",sink,basket,Explicit,Start,End,-0.4712544821137838,False Belief,"<|start_header_id|>user<|end_header_id|>

While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt. Where does Cameron think the shirt is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Cameron thinks the shirt is in the",meta-llama/Meta-Llama-3-8B-Instruct,LLaMA 3 8B Instruct
