"","id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time","accuracy","excluded.attention","X","row","passage","mentions_start","mentions_end","mentions_ratio","passage_reversed","start_reversed","end_reversed","attn_check_1_q","attn_check_1_a","attn_check_2_q","attn_check_2_a","passage_hr","critical_q","critical_a","log_odds","token_c1","end_logprob","start_logprob","token_c2","lp_pred","pred_t1","pred_t2","pred_lp1","pred_lp2","mdl.accuracy","is_start_numeric"
"500",2977,1666,"12_fb_1_s_e_im",12,"critical",5,"stable","stable",TRUE,20002.2000000179,2977,"False Belief","Start","End","Implicit","stable","hut",TRUE,FALSE,35824,1,FALSE,81,81,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",2,2,1,".]KSAM[ morf elddas eht teg ot seog hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .tuh eht ni ti stup dna elbats eht morf elddas eht sekat nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH","elbats","tuh","Where did Hannah put the saddle at the beginning of the story?","stable","Where was the saddle at the end of the story?","hut","Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again.","Hannah goes to get the saddle from","stable",-4.166598,"stable",-6.725998,-10.892596,"hut","hut","the","hut",-0.033508096,-0.0015760703,0,1
"501",2983,1676,"5_tb_1_s_s_ex",5,"critical",5,"study","study",TRUE,7451.69999992847,2983,"True Belief","Start","Start","Explicit","hall","study",FALSE,TRUE,19589.3999999762,1,FALSE,166,166,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed thinks the keys are in the [MASK].",2,2,1,".]KSAM[ eht ni era syek eht skniht dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .llah eht morf yduts eht ot syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .yduts eht ni gab sih sevael dna llah eht ni syek sih stup eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed thinks the keys are in the","study",1.21886462,"hall",-1.4845649,-0.26570028,"study","hall","hall",",",-0.27688086,-0.007606913,0,0
"502",2989,1672,"10_fb_1_s_s_im",10,"critical",5,"toolbox","van",FALSE,9698,2989,"False Belief","Start","Start","Implicit","toolbox","van",FALSE,TRUE,47442,0,FALSE,53,53,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",2,2,1," .]KSAM[ eht morf levohs eht teg ot seog nhoJ .niaga levohs eht esu ot sdeen eH .eciffo eht morf snruter nhoJ ,nehT .xobloot eht fo daetsni nav eht ni yawa levohs eht stup ehs ,dehsinif si neraK nehW .segde emos pu ydit ot levohs eht sesu neraK ,yawa si nhoJ elihW .ssob eht ot klat ot eciffo eht ot seog nhoJ .nav eht morf enohp sih sbarg neht ,xobloot eht ni levohs eht sevael eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again.","John goes to get the shovel from the","toolbox",0.06649907166,"toolbox",-0.74785894,-0.68135986834,"van","toolbox","tool","box",-0.6581712,-0.00049610215,1,0
"503",2995,1684,"6_tb_1_e_s_im",6,"critical",5,"cabinet","drawer",FALSE,6102.09999999404,2995,"True Belief","End","Start","Implicit","drawer","cabinet",TRUE,FALSE,23923,0,FALSE,191,191,"Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura goes to get the stapler from the [MASK].",2,2,1,".]KSAM[ eht morf relpats eht teg ot seog aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .reward eht fo daetsni tenibac eht ni kcab ti tup dna ,relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .reward a ni yawa relpats eht dna tenibac a ni yawa stnemucod eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura goes to get the stapler from the","cabinet",-1.57799256,"drawer",-0.19481114,-1.7728037,"cabinet","cabinet","cabinet",",",-0.19401652,-0.34535256,1,1
"504",2998,1674,"10_tb_1_s_s_ex",10,"critical",5,"van","van",TRUE,80409,2998,"True Belief","Start","Start","Explicit","toolbox","van",FALSE,TRUE,15499,1,FALSE,54,54,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",2,2,1," .]KSAM[ eht ni si levohs eht skniht nhoJ .niaga levohs eht esu ot sdeen nhoJ ,revewoH .xobloot eht fo daetsni nav eht ni yawa levohs eht tup reh sehctaw nhoJ ,dehsinif si neraK nehW .segde emos pu ydit ot levohs eht sesu neraK ,nehT .retal stnemom kcab semoc dna ,ssob eht ot klat ot eciffo eht ot seog nhoJ .nav eht morf enohp sih sbarg neht ,xobloot eht ni levohs eht sevael eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again.","John thinks the shovel is in the","van",-0.5907043634,"toolbox",-0.4688785,-1.0595828634,"van","van","van",",",-0.47390863,-0.01349342,1,0
"505",3016,1685,"3_fb_1_s_s_ex",3,"critical",5,"sink","sink",TRUE,15337.700000003,3016,"False Belief","Start","Start","Explicit","sink","basket",TRUE,FALSE,13670.200000003,1,FALSE,132,132,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt into the basket from the sink. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",2,2,1,".]KSAM[ eht ni si trihs eht skniht noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .knis eht morf teksab eht otni trihs eht evom neleH ees t'nseod noremaC .degnahc teg ot moor sih ot seog eh nehT .teksab eht morf retaews a pu skcip dna knis eht ni trihs sih stup eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt into the basket from the sink. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron thinks the shirt is in the","sink",0.73050068,"sink",-1.1370704,-0.40656972,"basket","sink","sink",",",-0.4015411,-0.17674775,1,1
"506",3022,1690,"8_fb_1_s_e_ex",8,"critical",5,"hall","hall",TRUE,14074.1999999881,3022,"False Belief","Start","End","Explicit","hall","bedroom",TRUE,FALSE,16119.6999999881,1,FALSE,16,16,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",2,2,1,".]KSAM[ eht ni si gnitniap eht skniht haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .moordeb eht ot llah eht morf gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting.","Sarah thinks the painting is in the","hall",4.283960252,"hall",-4.302114,-0.018153748,"bedroom","hall","hall",",",-0.01841259,-0.010549587,1,1
"507",3025,1692,"5_tb_1_e_e_im",5,"critical",5,"study","study",TRUE,7288.30000001192,3025,"True Belief","End","End","Implicit","hall","study",FALSE,TRUE,41442,1,FALSE,171,171,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .yduts eht ot llah eht morf syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","study",-6.7208487234,"hall",-0.0035172766,-6.724366,"study","study","study",",",-0.0034667943,-0.045429785,1,0
"508",3028,1699,"3_tb_1_s_e_ex",3,"critical",5,"basket","basket",TRUE,3866.09999999404,3028,"True Belief","Start","End","Explicit","sink","basket",FALSE,TRUE,13051.8000000119,1,FALSE,130,130,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",2,2,1,".]KSAM[ eht ni si trihs eht skniht noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .degnahc teg ot moor sih ot seog eh nehT .teksab eht ot knis eht morf trihs eht evom neleH sees noremaC .teksab eht morf retaews a pu skcip dna knis eht ni trihs sih stup eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron thinks the shirt is in the","basket",3.092078143,"sink",-3.1479611,-0.055882957,"basket","sink","sink",",",-0.046357162,-0.05110789,0,0
"509",3031,1677,"4_tb_1_e_s_ex",4,"critical",5,"garage","shed",FALSE,83738.8999999762,3031,"True Belief","End","Start","Explicit","shed","garage",TRUE,FALSE,20011.1000000238,0,FALSE,158,158,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again. Paula thinks the football is in the [MASK].",2,2,1,".]KSAM[ eht ni si llabtoof eht skniht aluaP .niaga hctac yalp ot stnaw dna kcab steg aluaP .sdnarre emos nur ot seog aluaP nehT .dehs eht fo tuo ti gnikat retfa egarag eht otni llabtoof eht evom miT sees aluaP ,sdrawretfA .dehs eht ni llabtoof eht stup dna egarag eht morf retaw fo elttob a steg aluaP .derob teg yeht elihw a retfA .dray eht ni llabtoof a htiw hctac gniyalp era miT dna aluaP","dehs","egarag","Where did Paula put the football at the beginning of the story?","shed","Where is the football at the end of the story?","garage","Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Afterwards, Paula sees Tim move the football into the garage after taking it out of the shed. Then Paula goes to run some errands. Paula gets back and wants to play catch again.","Paula thinks the football is in the","garage",1.49938139,"shed",-1.6962742,-0.19689281,"garage","shed","shed",",",-0.20442215,-0.1223251,0,1
"510",3037,1702,"3_tb_1_s_e_ex",3,"critical",5,"basket","basket",TRUE,8184,3037,"True Belief","Start","End","Explicit","sink","basket",FALSE,TRUE,19976,1,FALSE,130,130,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron thinks the shirt is in the [MASK].",2,2,1,".]KSAM[ eht ni si trihs eht skniht noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .degnahc teg ot moor sih ot seog eh nehT .teksab eht ot knis eht morf trihs eht evom neleH sees noremaC .teksab eht morf retaews a pu skcip dna knis eht ni trihs sih stup eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Cameron sees Helen move the shirt from the sink to the basket. Then he goes to his room to get changed. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron thinks the shirt is in the","basket",3.092078143,"sink",-3.1479611,-0.055882957,"basket","sink","sink",",",-0.046357162,-0.05110789,0,0
"511",3052,1704,"8_fb_1_e_s_ex",8,"critical",5,"hall","hall",TRUE,8681.79999999702,3052,"False Belief","End","Start","Explicit","hall","bedroom",TRUE,FALSE,16827.700000003,1,FALSE,28,28,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",2,2,1,".]KSAM[ eht ni si gnitniap eht skniht haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .llah eht morf moordeb eht ot gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .llah eht ot gnitniap eht sevom ehs ,moordeb eht morf koob a sbarg ehs retfa os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves it to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting.","Sarah thinks the painting is in the","hall",4.160347333,"hall",-4.1848145,-0.024467167,"bedroom","hall","hall",",",-0.024599295,-0.009754051,1,1
"512",3061,1719,"1_fb_1_s_e_im",1,"critical",5,"box","box",TRUE,4239.5,3061,"False Belief","Start","End","Implicit","box","basket",TRUE,FALSE,23385.1999998093,1,FALSE,97,97,"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",2,2,1,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .teksab eht ot xob eht morf koob eht sevom annA ,yawa si eh elihW .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .moor eht otni semoc annA ,nehT .teksab eht morf retaews a pu skcip dna xob eht ni koob eht stup eh ,enod si eh nehW .koob a gnidaer si naeS","xob","teksab","Where did Sean put the book at the beginning of the story?","box","Where was the book at the end of the story?","basket","Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book.","Sean goes to get the book from the","box",1.63471618,"box",-1.8100418,-0.17532562,"basket","box","box",",",-0.18188271,-0.052188583,1,1
"513",3064,1714,"5_tb_1_e_e_ex",5,"critical",5,"study","study",TRUE,6320.30000001192,3064,"True Belief","End","End","Explicit","hall","study",FALSE,TRUE,20200.5,1,FALSE,170,170,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed thinks the keys are in the [MASK].",2,2,1,".]KSAM[ eht ni era syek eht skniht dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .yduts eht ot llah eht morf syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Ed watches as Seana moves the keys from the hall to the study. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed thinks the keys are in the","study",1.56750037,"hall",-1.7646793,-0.19717893,"study","hall","hall",",",-0.19563921,-0.0027627547,0,0
"514",3079,1718,"2_fb_1_s_e_ex",2,"critical",5,"cupboard","cupboard",TRUE,8108,3079,"False Belief","Start","End","Explicit","cupboard","fridge",TRUE,FALSE,17050,1,FALSE,112,112,"Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich. Mary thinks the jam is in the [MASK].",2,2,1,".]KSAM[ eht ni si maj eht skniht yraM .hciwdnas rehtona ekam ot sediced dna nehctik eht otni kcab semoc yraM .egdirf eht otni dna draobpuc eht fo tuo maj eht sevom semaJ ,yawa si ehs elihW .moor reh morf gnihtemos teg ot nehctik eht fo tuo seog yraM .nehctik eht otni sklaw semaJ ,nehT .egdirf eht fo tuo ados a steg dna draobpuc eht ni yawa maj eht stup ehs ,gnitae dehsinif sah ehs nehW .hciwdnas reh no emos stup dna maj eht tuo steg ehS .hciwdnas a ekam ot sediced dna yrgnuh gnileef si yraM","draobpuc","egdirf","Where did Mary put the jam at the beginning of the story?","cupboard","Where was the jam at the end of the story?","fridge","Mary is feeling hungry and decides to make a sandwich. She gets out the jam and puts some on her sandwich. When she has finished eating, she puts the jam away in the cupboard and gets a soda out of the fridge. Then, James walks into the kitchen. Mary goes out of the kitchen to get something from her room. While she is away, James moves the jam out of the cupboard and into the fridge. Mary comes back into the kitchen and decides to make another sandwich.","Mary thinks the jam is in the","cupboard",7.236258415706,"cupboard",-7.236978,-0.000719584294,"fridge","cupboard","cup","board",-0.00071474863,-1.3542607e-05,1,1
"515",3082,1715,"9_tb_1_e_s_ex",9,"critical",5,"drawer","cupboard",FALSE,8497.59999990463,3082,"True Belief","End","Start","Explicit","cupboard","drawer",TRUE,FALSE,23057.3999998569,0,FALSE,46,46,"Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",2,2,1,".]KSAM[ eht ni si retarg eht skniht asiL .niaga retarg eht esu ot sdeen ehs sezilaer asiL .draobpuc eht morf reward eht ot retarg eht evom treboR sehctaw ehS .kcab semoc neht ,nehctik eht sevael ylfeirb ehS .draobpuc eht ni yawa ti stup dna retarg eht sesu neht ,reward eht morf alutaps a tuo sekat ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She takes out a spatula from the drawer, then uses the grater and puts it away in the cupboard. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","Lisa thinks the grater is in the","drawer",-0.074248840517,"cupboard",-0.6585305,-0.732779340517,"drawer","drawer","drawer",",",-0.67031896,-0.071067065,1,1
"516",3085,1705,"8_fb_1_s_s_im",8,"critical",5,"hall","hall",TRUE,49598.1000000238,3085,"False Belief","Start","Start","Implicit","hall","bedroom",TRUE,FALSE,30623.1999999881,1,FALSE,21,21,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah goes to see the painting in the [MASK].",2,2,1,".]KSAM[ eht ni gnitniap eht ees ot seog haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .llah eht morf moordeb eht ot gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting.","Sarah goes to see the painting in the","hall",1.8721017,"hall",-2.0279658,-0.1558641,"bedroom","hall","hall",",",-0.1600522,-0.109372616,1,1
"517",3091,1720,"5_tb_1_s_s_im",5,"critical",5,"study","hall",FALSE,5920.2999997139,3091,"True Belief","Start","Start","Implicit","hall","study",TRUE,FALSE,30443.8000001907,0,FALSE,167,167,"Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .moorhtab eht ot seog dE ,sdrawretfA .llah eht morf yduts eht ot syek eht sevom anaeS sa sehctaw dE .retal setunim wef a emoh sevirra anaeS .yduts eht ni gab sih sevael dna llah eht ni syek sih stup eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He puts his keys in the hall and leaves his bag in the study. Seana arrives home a few minutes later. Ed watches as Seana moves the keys to the study from the hall. Afterwards, Ed goes to the bathroom. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","study",-4.282732159,"hall",-0.018435841,-4.301168,"study","study","study",",",-0.018299608,-0.05890706,1,1
"518",3094,1723,"5_fb_1_e_e_im",5,"critical",5,"hall","hall",TRUE,6824.79999999993,3094,"False Belief","End","End","Implicit","hall","study",TRUE,FALSE,23155.2,1,FALSE,169,169,"Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Afterwards, Ed goes to the bathroom. Ed doesn't see Seana move the keys from the hall to the study. When Ed gets back from the bathroom, he realizes he needs his keys. Ed goes to get the keys from the [MASK].",2,2,1,".]KSAM[ eht morf syek eht teg ot seog dE .syek sih sdeen eh sezilaer eh ,moorhtab eht morf kcab steg dE nehW .yduts eht ot llah eht morf syek eht evom anaeS ees t'nseod dE .moorhtab eht ot seog dE ,sdrawretfA .retal setunim wef a emoh sevirra anaeS .llah eht ni syek sih stup dna yduts eht ni gab sih sevael eH .krow ta yad gnol a retfa emoh sevirra dE","llah","yduts","Where did Ed put his keys at the beginning of the story?","hall","Where are the keys at the end of the story?","study","Ed arrives home after a long day at work. He leaves his bag in the study and puts his keys in the hall. Seana arrives home a few minutes later. Afterwards, Ed goes to the bathroom. Ed doesn't see Seana move the keys from the hall to the study. When Ed gets back from the bathroom, he realizes he needs his keys.","Ed goes to get the keys from the","hall",0.64879485,"hall",-1.0684367,-0.41964185,"study","hall","hall",",",-0.40276295,-0.012223526,1,1
